
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,4-Jun-12 14:50:11,0.000004,-0.000244,1.003512,-0.000072,0.004134,0.037016,0.000000,1.000000

Field Calibration Data
,Temperature,Cal Date,Slope,Offset
,Pressure,Cal Date,Slope,Offset
,Temperature(degC),unknown,1.000000,0.000
,Pressure(psi),unknown,1.000000,0.0000

Sensor/File information
Sensor SN, 21204020 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 7"
Sensor Name,Barometric Pressure (2),,Uploaded,"Aqua4Plus 1.9.501"
File Name,FCR BV 15 min,,Exported,"Aqua4Plus 2.1.4"
# Records,  7490 
Statistical Data,,Temperature(degC),Pressure(psi),
,Sensor Range,-40 - +125 degC,15 psia,
,Minimum,7.69,13.676,
,Maximum,35.88,14.057,
,Mean,22.92,13.904,
,Variance,24.521,0.0053,
,Std Deviation,4.952,0.0731,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(psi)
1,15-May-13 13:30:00,31.50,13.849
2,15-May-13 13:45:00,31.88,13.849
3,15-May-13 14:00:00,32.19,13.845
4,15-May-13 14:15:00,32.50,13.842
5,15-May-13 14:30:00,32.75,13.839
6,15-May-13 14:45:00,32.88,13.835
7,15-May-13 15:00:00,32.75,13.833
8,15-May-13 15:15:00,32.63,13.835
9,15-May-13 15:30:00,32.50,13.831
10,15-May-13 15:45:00,32.50,13.826
11,15-May-13 16:00:00,32.50,13.823
12,15-May-13 16:15:00,32.44,13.825
13,15-May-13 16:30:00,32.19,13.820
14,15-May-13 16:45:00,32.00,13.820
15,15-May-13 17:00:00,31.88,13.817
16,15-May-13 17:15:00,31.81,13.817
17,15-May-13 17:30:00,31.88,13.816
18,15-May-13 17:45:00,31.94,13.818
19,15-May-13 18:00:00,31.94,13.814
20,15-May-13 18:15:00,31.94,13.816
21,15-May-13 18:30:00,31.88,13.815
22,15-May-13 18:45:00,31.75,13.816
23,15-May-13 19:00:00,31.44,13.817
24,15-May-13 19:15:00,30.63,13.815
25,15-May-13 19:30:00,30.06,13.818
26,15-May-13 19:45:00,29.50,13.821
27,15-May-13 20:00:00,28.50,13.822
28,15-May-13 20:15:00,26.81,13.824
29,15-May-13 20:30:00,25.63,13.825
30,15-May-13 20:45:00,24.69,13.827
31,15-May-13 21:00:00,23.94,13.828
32,15-May-13 21:15:00,23.94,13.832
33,15-May-13 21:30:00,24.56,13.834
34,15-May-13 21:45:00,24.81,13.837
35,15-May-13 22:00:00,24.75,13.842
36,15-May-13 22:15:00,24.63,13.841
37,15-May-13 22:30:00,24.38,13.841
38,15-May-13 22:45:00,24.25,13.843
39,15-May-13 23:00:00,24.00,13.845
40,15-May-13 23:15:00,23.63,13.846
41,15-May-13 23:30:00,23.38,13.846
42,15-May-13 23:45:00,23.00,13.845
43,16-May-13 00:00:00,22.69,13.847
44,16-May-13 00:15:00,22.63,13.848
45,16-May-13 00:30:00,22.69,13.850
46,16-May-13 00:45:00,22.69,13.848
47,16-May-13 01:00:00,22.69,13.848
48,16-May-13 01:15:00,22.56,13.845
49,16-May-13 01:30:00,22.50,13.844
50,16-May-13 01:45:00,22.31,13.844
51,16-May-13 02:00:00,22.25,13.841
52,16-May-13 02:15:00,22.13,13.840
53,16-May-13 02:30:00,21.94,13.839
54,16-May-13 02:45:00,21.69,13.838
55,16-May-13 03:00:00,21.63,13.838
56,16-May-13 03:15:00,21.44,13.837
57,16-May-13 03:30:00,21.25,13.837
58,16-May-13 03:45:00,21.13,13.833
59,16-May-13 04:00:00,21.00,13.836
60,16-May-13 04:15:00,20.81,13.833
61,16-May-13 04:30:00,20.81,13.836
62,16-May-13 04:45:00,20.81,13.836
63,16-May-13 05:00:00,20.81,13.837
64,16-May-13 05:15:00,20.69,13.839
65,16-May-13 05:30:00,20.56,13.839
66,16-May-13 05:45:00,20.38,13.840
67,16-May-13 06:00:00,20.19,13.841
68,16-May-13 06:15:00,20.13,13.841
69,16-May-13 06:30:00,20.13,13.843
70,16-May-13 06:45:00,20.19,13.842
71,16-May-13 07:00:00,20.13,13.846
72,16-May-13 07:15:00,20.19,13.849
73,16-May-13 07:30:00,20.25,13.850
74,16-May-13 07:45:00,20.31,13.853
75,16-May-13 08:00:00,20.50,13.853
76,16-May-13 08:15:00,21.00,13.856
77,16-May-13 08:30:00,22.88,13.855
78,16-May-13 08:45:00,24.00,13.855
79,16-May-13 09:00:00,24.06,13.853
80,16-May-13 09:15:00,24.88,13.851
81,16-May-13 09:30:00,25.50,13.853
82,16-May-13 09:45:00,26.25,13.853
83,16-May-13 10:00:00,26.63,13.853
84,16-May-13 10:15:00,27.06,13.854
85,16-May-13 10:30:00,27.50,13.854
86,16-May-13 10:45:00,27.63,13.853
87,16-May-13 11:00:00,26.75,13.856
88,16-May-13 11:15:00,27.19,13.862
89,16-May-13 11:30:00,27.75,13.860
90,16-May-13 11:45:00,28.31,13.858
91,16-May-13 12:00:00,29.13,13.857
92,16-May-13 12:15:00,29.63,13.856
93,16-May-13 12:30:00,29.63,13.855
94,16-May-13 12:45:00,29.75,13.855
95,16-May-13 13:00:00,29.88,13.854
96,16-May-13 13:15:00,30.13,13.856
97,16-May-13 13:30:00,30.69,13.855
98,16-May-13 13:45:00,30.56,13.853
99,16-May-13 14:00:00,30.13,13.851
100,16-May-13 14:15:00,30.13,13.852
101,16-May-13 14:30:00,29.75,13.851
102,16-May-13 14:45:00,29.25,13.852
103,16-May-13 15:00:00,28.69,13.849
104,16-May-13 15:15:00,28.69,13.846
105,16-May-13 15:30:00,29.00,13.843
106,16-May-13 15:45:00,29.06,13.838
107,16-May-13 16:00:00,28.94,13.839
108,16-May-13 16:15:00,28.75,13.837
109,16-May-13 16:30:00,28.69,13.837
110,16-May-13 16:45:00,28.56,13.840
111,16-May-13 17:00:00,28.56,13.839
112,16-May-13 17:15:00,28.44,13.841
113,16-May-13 17:30:00,28.63,13.841
114,16-May-13 17:45:00,28.81,13.843
115,16-May-13 18:00:00,28.56,13.842
116,16-May-13 18:15:00,28.50,13.841
117,16-May-13 18:30:00,28.19,13.841
118,16-May-13 18:45:00,28.00,13.842
119,16-May-13 19:00:00,27.50,13.845
120,16-May-13 19:15:00,27.00,13.849
121,16-May-13 19:30:00,26.56,13.851
122,16-May-13 19:45:00,26.13,13.856
123,16-May-13 20:00:00,25.75,13.859
124,16-May-13 20:15:00,25.44,13.864
125,16-May-13 20:30:00,24.69,13.866
126,16-May-13 20:45:00,23.44,13.867
127,16-May-13 21:00:00,22.81,13.874
128,16-May-13 21:15:00,22.31,13.876
129,16-May-13 21:30:00,21.94,13.877
130,16-May-13 21:45:00,21.63,13.881
131,16-May-13 22:00:00,21.44,13.880
132,16-May-13 22:15:00,21.31,13.883
133,16-May-13 22:30:00,21.06,13.880
134,16-May-13 22:45:00,20.88,13.876
135,16-May-13 23:00:00,20.63,13.879
136,16-May-13 23:15:00,20.38,13.878
137,16-May-13 23:30:00,20.13,13.879
138,16-May-13 23:45:00,19.94,13.881
139,17-May-13 00:00:00,19.75,13.882
140,17-May-13 00:15:00,19.56,13.883
141,17-May-13 00:30:00,19.50,13.882
142,17-May-13 00:45:00,19.44,13.885
143,17-May-13 01:00:00,19.44,13.885
144,17-May-13 01:15:00,19.25,13.886
145,17-May-13 01:30:00,19.19,13.884
146,17-May-13 01:45:00,19.06,13.884
147,17-May-13 02:00:00,19.00,13.884
148,17-May-13 02:15:00,18.56,13.883
149,17-May-13 02:30:00,18.13,13.882
150,17-May-13 02:45:00,17.81,13.884
151,17-May-13 03:00:00,17.56,13.885
152,17-May-13 03:15:00,17.31,13.886
153,17-May-13 03:30:00,17.13,13.888
154,17-May-13 03:45:00,17.06,13.889
155,17-May-13 04:00:00,17.13,13.890
156,17-May-13 04:15:00,17.19,13.891
157,17-May-13 04:30:00,17.25,13.891
158,17-May-13 04:45:00,17.38,13.892
159,17-May-13 05:00:00,17.44,13.897
160,17-May-13 05:15:00,17.44,13.899
161,17-May-13 05:30:00,17.38,13.902
162,17-May-13 05:45:00,17.44,13.904
163,17-May-13 06:00:00,17.44,13.906
164,17-May-13 06:15:00,17.38,13.906
165,17-May-13 06:30:00,17.25,13.909
166,17-May-13 06:45:00,17.25,13.912
167,17-May-13 07:00:00,17.13,13.915
168,17-May-13 07:15:00,17.13,13.917
169,17-May-13 07:30:00,17.25,13.918
170,17-May-13 07:45:00,17.38,13.919
171,17-May-13 08:00:00,17.50,13.921
172,17-May-13 08:15:00,17.75,13.923
173,17-May-13 08:30:00,18.44,13.924
174,17-May-13 08:45:00,19.19,13.924
175,17-May-13 09:00:00,20.06,13.926
176,17-May-13 09:15:00,21.06,13.927
177,17-May-13 09:30:00,22.63,13.926
178,17-May-13 09:45:00,23.06,13.926
179,17-May-13 10:00:00,23.75,13.926
180,17-May-13 10:15:00,24.06,13.928
181,17-May-13 10:30:00,24.31,13.928
182,17-May-13 10:45:00,25.00,13.928
183,17-May-13 11:00:00,25.50,13.926
184,17-May-13 11:15:00,25.88,13.927
185,17-May-13 11:30:00,26.50,13.927
186,17-May-13 11:45:00,26.81,13.928
187,17-May-13 12:00:00,27.31,13.928
188,17-May-13 12:15:00,27.81,13.926
189,17-May-13 12:30:00,28.56,13.923
190,17-May-13 12:45:00,28.88,13.922
191,17-May-13 13:00:00,28.69,13.922
192,17-May-13 13:15:00,28.13,13.921
193,17-May-13 13:30:00,28.31,13.921
194,17-May-13 13:45:00,28.06,13.921
195,17-May-13 14:00:00,28.06,13.919
196,17-May-13 14:15:00,28.44,13.920
197,17-May-13 14:30:00,28.50,13.919
198,17-May-13 14:45:00,28.06,13.917
199,17-May-13 15:00:00,28.19,13.917
200,17-May-13 15:15:00,28.50,13.917
201,17-May-13 15:30:00,28.44,13.917
202,17-May-13 15:45:00,28.25,13.916
203,17-May-13 16:00:00,27.69,13.915
204,17-May-13 16:15:00,27.19,13.917
205,17-May-13 16:30:00,26.38,13.918
206,17-May-13 16:45:00,25.56,13.918
207,17-May-13 17:00:00,24.56,13.917
208,17-May-13 17:15:00,23.31,13.917
209,17-May-13 17:30:00,22.63,13.916
210,17-May-13 17:45:00,22.44,13.916
211,17-May-13 18:00:00,22.56,13.916
212,17-May-13 18:15:00,22.94,13.916
213,17-May-13 18:30:00,22.56,13.915
214,17-May-13 18:45:00,21.81,13.915
215,17-May-13 19:00:00,21.38,13.914
216,17-May-13 19:15:00,20.94,13.915
217,17-May-13 19:30:00,20.56,13.915
218,17-May-13 19:45:00,20.31,13.916
219,17-May-13 20:00:00,20.13,13.918
220,17-May-13 20:15:00,19.88,13.920
221,17-May-13 20:30:00,19.63,13.922
222,17-May-13 20:45:00,19.38,13.924
223,17-May-13 21:00:00,19.19,13.926
224,17-May-13 21:15:00,19.00,13.926
225,17-May-13 21:30:00,18.81,13.928
226,17-May-13 21:45:00,18.69,13.929
227,17-May-13 22:00:00,18.50,13.930
228,17-May-13 22:15:00,18.44,13.930
229,17-May-13 22:30:00,18.31,13.929
230,17-May-13 22:45:00,18.13,13.931
231,17-May-13 23:00:00,18.06,13.931
232,17-May-13 23:15:00,18.06,13.934
233,17-May-13 23:30:00,18.06,13.944
234,17-May-13 23:45:00,18.13,13.946
235,18-May-13 00:00:00,18.13,13.948
236,18-May-13 00:15:00,18.19,13.944
237,18-May-13 00:30:00,18.13,13.940
238,18-May-13 00:45:00,18.13,13.934
239,18-May-13 01:00:00,18.13,13.934
240,18-May-13 01:15:00,18.06,13.934
241,18-May-13 01:30:00,18.00,13.932
242,18-May-13 01:45:00,17.94,13.930
243,18-May-13 02:00:00,17.88,13.930
244,18-May-13 02:15:00,17.88,13.930
245,18-May-13 02:30:00,17.81,13.931
246,18-May-13 02:45:00,17.75,13.932
247,18-May-13 03:00:00,17.63,13.927
248,18-May-13 03:15:00,17.44,13.929
249,18-May-13 03:30:00,17.31,13.931
250,18-May-13 03:45:00,17.13,13.931
251,18-May-13 04:00:00,17.06,13.932
252,18-May-13 04:15:00,17.06,13.932
253,18-May-13 04:30:00,17.00,13.933
254,18-May-13 04:45:00,16.94,13.934
255,18-May-13 05:00:00,16.94,13.934
256,18-May-13 05:15:00,16.88,13.934
257,18-May-13 05:30:00,16.81,13.935
258,18-May-13 05:45:00,16.75,13.937
259,18-May-13 06:00:00,16.69,13.939
260,18-May-13 06:15:00,16.75,13.941
261,18-May-13 06:30:00,16.81,13.944
262,18-May-13 06:45:00,16.88,13.945
263,18-May-13 07:00:00,16.88,13.948
264,18-May-13 07:15:00,16.81,13.951
265,18-May-13 07:30:00,16.69,13.952
266,18-May-13 07:45:00,16.56,13.955
267,18-May-13 08:00:00,16.63,13.957
268,18-May-13 08:15:00,16.81,13.958
269,18-May-13 08:30:00,17.00,13.960
270,18-May-13 08:45:00,17.13,13.962
271,18-May-13 09:00:00,17.25,13.964
272,18-May-13 09:15:00,17.31,13.965
273,18-May-13 09:30:00,17.56,13.964
274,18-May-13 09:45:00,17.88,13.966
275,18-May-13 10:00:00,18.19,13.964
276,18-May-13 10:15:00,18.56,13.963
277,18-May-13 10:30:00,18.94,13.963
278,18-May-13 10:45:00,19.44,13.963
279,18-May-13 11:00:00,20.00,13.962
280,18-May-13 11:15:00,20.38,13.962
281,18-May-13 11:30:00,20.63,13.961
282,18-May-13 11:45:00,20.50,13.960
283,18-May-13 12:00:00,20.44,13.958
284,18-May-13 12:15:00,20.38,13.956
285,18-May-13 12:30:00,20.50,13.954
286,18-May-13 12:45:00,20.69,13.954
287,18-May-13 13:00:00,20.81,13.953
288,18-May-13 13:15:00,20.81,13.954
289,18-May-13 13:30:00,20.81,13.955
290,18-May-13 13:45:00,20.75,13.954
291,18-May-13 14:00:00,20.63,13.955
292,18-May-13 14:15:00,20.25,13.955
293,18-May-13 14:30:00,19.81,13.955
294,18-May-13 14:45:00,19.38,13.951
295,18-May-13 15:00:00,18.94,13.949
296,18-May-13 15:15:00,18.88,13.947
297,18-May-13 15:30:00,19.25,13.942
298,18-May-13 15:45:00,20.19,13.940
299,18-May-13 16:00:00,20.50,13.938
300,18-May-13 16:15:00,20.44,13.936
301,18-May-13 16:30:00,20.19,13.936
302,18-May-13 16:45:00,19.94,13.937
303,18-May-13 17:00:00,19.69,13.936
304,18-May-13 17:15:00,19.50,13.936
305,18-May-13 17:30:00,19.38,13.936
306,18-May-13 17:45:00,19.13,13.936
307,18-May-13 18:00:00,18.88,13.935
308,18-May-13 18:15:00,18.69,13.936
309,18-May-13 18:30:00,18.50,13.938
310,18-May-13 18:45:00,18.38,13.939
311,18-May-13 19:00:00,18.19,13.938
312,18-May-13 19:15:00,18.06,13.940
313,18-May-13 19:30:00,18.00,13.941
314,18-May-13 19:45:00,18.00,13.943
315,18-May-13 20:00:00,17.88,13.944
316,18-May-13 20:15:00,17.81,13.944
317,18-May-13 20:30:00,17.69,13.944
318,18-May-13 20:45:00,17.56,13.940
319,18-May-13 21:00:00,17.50,13.940
320,18-May-13 21:15:00,17.44,13.942
321,18-May-13 21:30:00,17.31,13.943
322,18-May-13 21:45:00,17.25,13.942
323,18-May-13 22:00:00,17.25,13.943
324,18-May-13 22:15:00,17.19,13.945
325,18-May-13 22:30:00,17.13,13.946
326,18-May-13 22:45:00,17.13,13.947
327,18-May-13 23:00:00,17.06,13.946
328,18-May-13 23:15:00,17.00,13.945
329,18-May-13 23:30:00,16.94,13.946
330,18-May-13 23:45:00,16.94,13.946
331,19-May-13 00:00:00,16.88,13.946
332,19-May-13 00:15:00,16.81,13.944
333,19-May-13 00:30:00,16.75,13.940
334,19-May-13 00:45:00,16.75,13.943
335,19-May-13 01:00:00,16.75,13.940
336,19-May-13 01:15:00,16.69,13.941
337,19-May-13 01:30:00,16.69,13.939
338,19-May-13 01:45:00,16.69,13.937
339,19-May-13 02:00:00,16.69,13.936
340,19-May-13 02:15:00,16.75,13.936
341,19-May-13 02:30:00,16.75,13.934
342,19-May-13 02:45:00,16.75,13.934
343,19-May-13 03:00:00,16.75,13.934
344,19-May-13 03:15:00,16.81,13.934
345,19-May-13 03:30:00,16.81,13.933
346,19-May-13 03:45:00,16.81,13.932
347,19-May-13 04:00:00,16.81,13.933
348,19-May-13 04:15:00,16.88,13.933
349,19-May-13 04:30:00,16.81,13.932
350,19-May-13 04:45:00,16.81,13.932
351,19-May-13 05:00:00,16.81,13.934
352,19-May-13 05:15:00,16.81,13.933
353,19-May-13 05:30:00,16.81,13.935
354,19-May-13 05:45:00,16.69,13.933
355,19-May-13 06:00:00,16.63,13.934
356,19-May-13 06:15:00,16.69,13.934
357,19-May-13 06:30:00,16.75,13.936
358,19-May-13 06:45:00,16.75,13.939
359,19-May-13 07:00:00,16.75,13.939
360,19-May-13 07:15:00,16.69,13.939
361,19-May-13 07:30:00,16.69,13.939
362,19-May-13 07:45:00,16.69,13.940
363,19-May-13 08:00:00,16.75,13.942
364,19-May-13 08:15:00,16.81,13.942
365,19-May-13 08:30:00,16.81,13.945
366,19-May-13 08:45:00,16.88,13.946
367,19-May-13 09:00:00,16.88,13.947
368,19-May-13 09:15:00,17.00,13.947
369,19-May-13 09:30:00,17.06,13.947
370,19-May-13 09:45:00,17.13,13.949
371,19-May-13 10:00:00,17.13,13.948
372,19-May-13 10:15:00,17.19,13.949
373,19-May-13 10:30:00,17.19,13.951
374,19-May-13 10:45:00,17.19,13.952
375,19-May-13 11:00:00,17.25,13.951
376,19-May-13 11:15:00,17.44,13.949
377,19-May-13 11:30:00,17.56,13.949
378,19-May-13 11:45:00,17.63,13.948
379,19-May-13 12:00:00,17.63,13.946
380,19-May-13 12:15:00,17.75,13.945
381,19-May-13 12:30:00,17.63,13.946
382,19-May-13 12:45:00,17.63,13.943
383,19-May-13 13:00:00,17.69,13.941
384,19-May-13 13:15:00,17.75,13.939
385,19-May-13 13:30:00,18.00,13.935
386,19-May-13 13:45:00,18.44,13.935
387,19-May-13 14:00:00,18.63,13.931
388,19-May-13 14:15:00,18.56,13.930
389,19-May-13 14:30:00,18.81,13.928
390,19-May-13 14:45:00,19.00,13.924
391,19-May-13 15:00:00,19.06,13.924
392,19-May-13 15:15:00,18.94,13.922
393,19-May-13 15:30:00,18.88,13.920
394,19-May-13 15:45:00,18.81,13.920
395,19-May-13 16:00:00,18.94,13.919
396,19-May-13 16:15:00,19.31,13.918
397,19-May-13 16:30:00,19.31,13.919
398,19-May-13 16:45:00,19.25,13.918
399,19-May-13 17:00:00,19.38,13.917
400,19-May-13 17:15:00,19.44,13.916
401,19-May-13 17:30:00,19.69,13.914
402,19-May-13 17:45:00,19.88,13.913
403,19-May-13 18:00:00,20.00,13.914
404,19-May-13 18:15:00,20.00,13.912
405,19-May-13 18:30:00,19.94,13.909
406,19-May-13 18:45:00,19.94,13.910
407,19-May-13 19:00:00,19.94,13.909
408,19-May-13 19:15:00,19.94,13.910
409,19-May-13 19:30:00,19.75,13.910
410,19-May-13 19:45:00,19.69,13.913
411,19-May-13 20:00:00,19.56,13.913
412,19-May-13 20:15:00,19.50,13.915
413,19-May-13 20:30:00,19.31,13.915
