
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,25-Mar-13 09:51:57,0.000000,-0.000063,1.000679,0.000009,0.000455,0.153440,0.000000,1.000000

Field Calibration Data
,Temperature,Cal Date,m,b
,Pressure,Cal Date,m,b
,Temperature(degC),unknown,1.000000,0.00
,Pressure(psi),unknown,1.000000,0.00

Sensor/Session information
SensorSN, 21309003 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 9"
Sensor Name,INW Smart Sensor,,Uploaded,"Aqua4Plus 1.9.501"
Session Name,FCR_Inf2_BV2013,,Exported,"Aqua4Plus 1.9.302"
# Records,  2493 
Statistical Data,,Temperature(degC),Pressure(psi),
,Sensor Range,-40 - +125 degC,30 psia,
,Minimum,10.56,13.872,
,Maximum,20.56,14.300,
,Mean,15.37,14.155,
,Variance,2.430,0.0027,
,Std Deviation,1.559,0.0524,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(psi)
1,15-May-13 16:00:00,20.56,13.872
2,15-May-13 16:15:00,16.31,14.063
3,15-May-13 16:30:00,16.19,14.063
4,15-May-13 16:45:00,16.25,14.064
5,15-May-13 17:00:00,16.19,14.061
6,15-May-13 17:15:00,16.13,14.059
7,15-May-13 17:30:00,16.06,14.060
8,15-May-13 17:45:00,16.06,14.059
9,15-May-13 18:00:00,16.00,14.057
10,15-May-13 18:15:00,16.00,14.057
11,15-May-13 18:30:00,15.94,14.058
12,15-May-13 18:45:00,15.88,14.057
13,15-May-13 19:00:00,15.81,14.058
14,15-May-13 19:15:00,15.81,14.058
15,15-May-13 19:30:00,15.75,14.061
16,15-May-13 19:45:00,15.69,14.062
17,15-May-13 20:00:00,15.63,14.062
18,15-May-13 20:15:00,15.56,14.062
19,15-May-13 20:30:00,15.50,14.064
20,15-May-13 20:45:00,15.50,14.067
21,15-May-13 21:00:00,15.44,14.069
22,15-May-13 21:15:00,15.38,14.072
23,15-May-13 21:30:00,15.38,14.075
24,15-May-13 21:45:00,15.38,14.079
25,15-May-13 22:00:00,15.31,14.083
26,15-May-13 22:15:00,15.31,14.082
27,15-May-13 22:30:00,15.25,14.084
28,15-May-13 22:45:00,15.25,14.086
29,15-May-13 23:00:00,15.19,14.085
30,15-May-13 23:15:00,15.19,14.086
31,15-May-13 23:30:00,15.13,14.085
32,15-May-13 23:45:00,15.13,14.085
33,16-May-13 00:00:00,15.06,14.087
34,16-May-13 00:15:00,15.06,14.087
35,16-May-13 00:30:00,15.06,14.087
36,16-May-13 00:45:00,15.00,14.087
37,16-May-13 01:00:00,15.00,14.086
38,16-May-13 01:15:00,14.94,14.084
39,16-May-13 01:30:00,14.94,14.083
40,16-May-13 01:45:00,14.88,14.081
41,16-May-13 02:00:00,14.88,14.078
42,16-May-13 02:15:00,14.88,14.081
43,16-May-13 02:30:00,14.81,14.079
44,16-May-13 02:45:00,14.81,14.078
45,16-May-13 03:00:00,14.75,14.077
46,16-May-13 03:15:00,14.75,14.075
47,16-May-13 03:30:00,14.69,14.073
48,16-May-13 03:45:00,14.69,14.072
49,16-May-13 04:00:00,14.69,14.076
50,16-May-13 04:15:00,14.63,14.074
51,16-May-13 04:30:00,14.63,14.074
52,16-May-13 04:45:00,14.56,14.073
53,16-May-13 05:00:00,14.56,14.075
54,16-May-13 05:15:00,14.56,14.077
55,16-May-13 05:30:00,14.50,14.076
56,16-May-13 05:45:00,14.50,14.078
57,16-May-13 06:00:00,14.44,14.078
58,16-May-13 06:15:00,14.38,14.080
59,16-May-13 06:30:00,14.38,14.080
60,16-May-13 06:45:00,14.38,14.082
61,16-May-13 07:00:00,14.31,14.083
62,16-May-13 07:15:00,14.31,14.085
63,16-May-13 07:30:00,14.31,14.087
64,16-May-13 07:45:00,14.31,14.091
65,16-May-13 08:00:00,14.31,14.092
66,16-May-13 08:15:00,14.25,14.094
67,16-May-13 08:30:00,14.31,14.095
68,16-May-13 08:45:00,14.38,14.092
69,16-May-13 09:00:00,14.38,14.091
70,16-May-13 09:15:00,14.44,14.091
71,16-May-13 09:30:00,14.50,14.094
72,16-May-13 09:45:00,14.56,14.092
73,16-May-13 10:00:00,14.63,14.092
74,16-May-13 10:15:00,14.75,14.092
75,16-May-13 10:30:00,14.81,14.092
76,16-May-13 10:45:00,14.94,14.095
77,16-May-13 11:00:00,14.94,14.098
78,16-May-13 11:15:00,15.06,14.100
79,16-May-13 11:30:00,15.19,14.100
80,16-May-13 11:45:00,15.31,14.099
81,16-May-13 12:00:00,15.38,14.098
82,16-May-13 12:15:00,15.56,14.095
83,16-May-13 12:30:00,15.69,14.095
84,16-May-13 12:45:00,15.75,14.095
85,16-May-13 13:00:00,15.88,14.096
86,16-May-13 13:15:00,15.94,14.097
87,16-May-13 13:30:00,16.13,14.095
88,16-May-13 13:45:00,16.19,14.094
89,16-May-13 14:00:00,16.25,14.092
90,16-May-13 14:15:00,16.25,14.092
91,16-May-13 14:30:00,16.19,14.091
92,16-May-13 14:45:00,16.19,14.091
93,16-May-13 15:00:00,16.19,14.089
94,16-May-13 15:15:00,16.19,14.084
95,16-May-13 15:30:00,16.31,14.080
96,16-May-13 15:45:00,16.44,14.079
97,16-May-13 16:00:00,16.44,14.078
98,16-May-13 16:15:00,16.44,14.079
99,16-May-13 16:30:00,16.44,14.080
100,16-May-13 16:45:00,16.50,14.078
101,16-May-13 17:00:00,16.44,14.079
102,16-May-13 17:15:00,16.38,14.080
103,16-May-13 17:30:00,16.44,14.083
104,16-May-13 17:45:00,16.38,14.082
105,16-May-13 18:00:00,16.31,14.080
106,16-May-13 18:15:00,16.31,14.080
107,16-May-13 18:30:00,16.25,14.079
108,16-May-13 18:45:00,16.25,14.080
109,16-May-13 19:00:00,16.25,14.084
110,16-May-13 19:15:00,16.19,14.088
111,16-May-13 19:30:00,16.13,14.092
112,16-May-13 19:45:00,16.13,14.095
113,16-May-13 20:00:00,16.06,14.094
114,16-May-13 20:15:00,16.00,14.108
115,16-May-13 20:30:00,16.00,14.105
116,16-May-13 20:45:00,15.94,14.108
117,16-May-13 21:00:00,15.81,14.110
118,16-May-13 21:15:00,15.75,14.112
119,16-May-13 21:30:00,15.69,14.113
120,16-May-13 21:45:00,15.63,14.115
121,16-May-13 22:00:00,15.63,14.119
122,16-May-13 22:15:00,15.56,14.118
123,16-May-13 22:30:00,15.50,14.115
124,16-May-13 22:45:00,15.50,14.114
125,16-May-13 23:00:00,15.44,14.116
126,16-May-13 23:15:00,15.38,14.115
127,16-May-13 23:30:00,15.31,14.116
128,16-May-13 23:45:00,15.31,14.117
129,17-May-13 00:00:00,15.25,14.116
130,17-May-13 00:15:00,15.25,14.119
131,17-May-13 00:30:00,15.19,14.118
